timestamp,steering,offset
1751030061.959984,0.006,0.788
1751030062.0848906,0.017,0.876
1751030062.1595168,0.027,0.928
1751030062.259766,0.042,0.943
1751030062.3595655,0.066,0.895
1751030062.4595919,0.099,0.827
1751030062.5593784,0.132,0.741
1751030062.6596708,0.162,0.659
1751030062.7594914,0.179,0.579
1751030062.8595798,0.186,0.495
1751030062.9595864,0.189,0.438
1751030063.0858083,0.192,0.385
1751030063.1592383,0.19,0.371
1751030063.2594342,0.18,0.349
1751030063.3593674,0.169,0.337
1751030063.459418,0.161,0.352
1751030063.5594525,0.16,0.379
1751030063.6594903,0.167,0.378
1751030063.7593791,0.176,0.376
1751030063.8592758,0.188,0.376
1751030063.9593463,0.2,0.391
1751030064.0842872,0.213,0.394
1751030064.1594532,0.216,0.391
1751030064.259447,0.217,0.419
1751030064.3593137,0.217,0.426
1751030064.459364,0.216,0.44
1751030064.5593348,0.207,0.461
1751030064.6596098,0.188,0.495
1751030064.7598739,0.166,0.501
1751030064.8599632,0.136,0.51
1751030064.9593313,0.113,0.52
1751030065.084129,0.089,0.488
1751030065.159639,0.078,-0.48
1751030065.2599223,0.062,-0.48
1751030065.3597655,0.05,-0.489
1751030065.460151,0.043,-0.506
1751030065.5593846,0.032,-0.531
1751030065.6595807,0.02,-0.561
1751030065.7595716,0.005,-0.594
1751030065.8597813,-0.005,-0.62
1751030065.959345,-0.016,-0.65
1751030066.0829084,-0.026,-0.681
1751030066.1598315,-0.029,-0.693
1751030066.2598066,-0.031,-0.707
1751030066.3593285,-0.031,-0.714
1751030066.4592464,-0.031,-0.715
1751030066.5593045,-0.031,-0.708
1751030066.6593833,-0.031,-0.695
1751030066.7594295,-0.031,-0.673
1751030066.8593144,-0.031,-0.651
1751030066.959455,-0.027,-0.615
1751030067.0938268,-0.019,-0.562
1751030067.159328,-0.014,-0.524
1751030067.25992,-0.01,-0.483
1751030067.3597302,-0.005,-0.432
1751030067.4597726,-0.003,-0.379
1751030067.559396,-0.0,-0.327
1751030067.6602404,0.004,-0.274
1751030067.7596178,0.008,-0.223
1751030067.8601534,0.011,-0.173
1751030067.9603984,0.013,-0.126
1751030068.092236,0.015,0.0
1751030068.1593876,0.015,0.0
1751030068.2594955,0.015,0.0
1751030068.3596826,0.015,0.0
1751030068.4594805,0.012,0.0
1751030068.559397,0.008,0.0
1751030068.6596954,0.005,0.105
1751030068.7603455,0.005,0.131
1751030068.8598309,0.005,0.155
1751030068.9599156,0.005,0.178
1751030069.0821574,0.006,0.205
1751030069.1594286,0.01,0.221
1751030069.2595038,0.014,0.234
1751030069.360229,0.016,0.244
1751030069.4592876,0.017,0.246
1751030069.5593178,0.017,-0.239
1751030069.6593993,0.017,-0.225
1751030069.7593534,0.017,-0.202
1751030069.8594856,0.017,0.169
1751030069.9599285,0.017,0.127
1751030070.0903234,0.013,0.0
1751030070.1593158,0.009,0.0
1751030070.2594166,0.004,0.0
1751030070.3597982,0.001,0.0
1751030070.460028,-0.003,-0.15
1751030070.5592332,-0.005,-0.211
1751030070.6593907,-0.006,-0.27
1751030070.75976,-0.006,-0.328
1751030070.8595986,-0.006,-0.373
1751030070.9601746,-0.008,-0.428
1751030071.0791092,-0.014,-0.487
1751030071.1593904,-0.017,-0.521
1751030071.259691,-0.019,-0.551
1751030071.3599942,-0.019,-0.578
1751030071.459725,-0.019,-0.597
1751030071.5594118,-0.019,-0.607
1751030071.6593559,-0.019,-0.608
1751030071.7592688,-0.018,-0.599
1751030071.8593066,-0.014,-0.582
1751030071.9598756,-0.011,-0.562
1751030072.092107,-0.005,-0.517
1751030072.1594725,-0.003,-0.496
1751030072.2594917,-0.001,-0.459
1751030072.3597689,0.002,-0.429
1751030072.4599967,0.006,-0.392
1751030072.559842,0.009,-0.358
1751030072.6591861,0.013,-0.329
1751030072.7593596,0.015,-0.305
1751030072.859557,0.015,-0.29
1751030072.9596734,0.015,-0.282
1751030073.101918,0.016,-0.285
1751030073.159475,0.016,-0.291
1751030073.2592936,0.016,-0.306
1751030073.359395,0.011,-0.331
1751030073.4594245,0.005,-0.363
1751030073.559785,-0.0,-0.399
1751030073.65972,-0.003,-0.429
1751030073.759732,-0.003,-0.467
1751030073.8596501,-0.003,-0.501
1751030073.9601743,-0.001,-0.534
1751030074.0864701,0.002,-0.574
1751030074.1593235,0.005,-0.603
1751030074.2594936,0.007,-0.634
1751030074.359199,0.007,-0.677
1751030074.459229,0.007,-0.72
1751030074.559152,0.007,-0.766
1751030074.6595263,0.007,-0.816
1751030074.759492,0.007,-0.872
1751030074.8595068,0.007,-0.932
1751030074.9593189,0.005,-0.999
1751030075.1082373,0.004,-1.098
1751030075.1593103,0.004,-1.128
1751030075.2592072,0.004,-1.2
1751030075.3593838,0.008,1.27
1751030075.4598796,0.014,-1.278
1751030075.560279,0.02,1.288
1751030075.659975,0.025,1.229
1751030075.7593338,0.029,-1.144
1751030075.859187,0.036,-1.039
1751030075.95942,0.043,-0.939
1751030076.0962994,0.053,-0.734
1751030076.1593668,0.057,-0.608
1751030076.2596817,0.06,0.51
1751030076.3595793,0.067,0.32
1751030076.4592826,0.075,0.13
1751030076.5594726,0.084,0.0
1751030076.6595924,0.09,0.261
1751030076.7592976,0.094,0.395
1751030076.8596041,0.094,0.534
1751030076.9595764,0.094,0.66
1751030077.0896003,0.094,0.789
1751030077.1594105,0.094,0.852
1751030077.259843,0.094,0.926
1751030077.359239,0.095,0.975
1751030077.4594896,0.098,1.009
1751030077.5592968,0.102,1.04
1751030077.6595075,0.106,1.024
1751030077.7592244,0.107,0.991
1751030077.8592057,0.107,0.954
1751030077.9599512,0.107,0.876
1751030078.0731525,0.107,0.737
1751030078.1595216,0.106,0.671
1751030078.2596633,0.095,0.502
1751030078.3593493,0.072,0.313
1751030078.459517,0.053,0.254
1751030078.559857,0.04,0.134
1751030078.6599953,0.032,-0.217
1751030078.7594087,0.03,-0.365
1751030078.8593132,0.028,-0.53
1751030078.9595237,0.027,-0.619
1751030079.1056604,0.026,-0.718
1751030079.1596458,0.026,-0.756
1751030079.2594237,0.029,-0.773
1751030079.3592834,0.035,-0.763
1751030079.4602027,0.037,-0.738
1751030079.559373,0.037,-0.716
1751030079.6595476,0.034,-0.638
1751030079.7594512,0.029,-0.532
1751030079.859325,0.025,-0.436
1751030079.9599934,0.022,-0.381
1751030080.1530423,0.011,-0.309
1751030080.1592076,0.01,-0.304
1751030080.2600484,0.005,-0.294
1751030080.359609,0.0,-0.287
1751030080.4597423,-0.001,-0.274
1751030080.5592604,-0.001,-0.26
1751030080.659437,-0.001,-0.246
1751030080.7593973,-0.001,-0.226
1751030080.8593638,-0.001,-0.202
1751030080.9593525,0.002,-0.182
1751030081.0718837,0.011,-0.163
1751030081.1595445,0.021,-0.152
1751030081.259523,0.035,-0.151
1751030081.3593082,0.054,-0.171
1751030081.4598901,0.07,-0.208
1751030081.5593588,0.089,-0.294
1751030081.659343,0.102,-0.424
1751030081.7593398,0.115,-0.605
1751030081.8597271,0.124,-0.711
1751030081.960348,0.132,-0.8
1751030082.099923,0.146,-0.844
1751030082.159536,0.149,-0.836
1751030082.2594929,0.157,-0.802
1751030082.3593392,0.162,-0.727
1751030082.4598372,0.165,-0.649
1751030082.5596426,0.168,-0.539
1751030082.6592991,0.173,-0.411
1751030082.760018,0.177,-0.311
1751030082.8593311,0.185,-0.215
1751030082.9593341,0.196,-0.115
1751030083.0989714,0.21,0.0
1751030083.1594214,0.216,0.0
1751030083.2597,0.221,0.0
1751030083.3593035,0.218,0.0
1751030083.459342,0.201,-0.156
1751030083.5593715,0.176,-0.23
1751030083.659792,0.14,-0.337
1751030083.7594163,0.111,-0.426
1751030083.8599145,0.08,0.519
1751030083.9596465,0.044,0.666
1751030084.076677,0.008,0.825
1751030084.1593707,-0.018,0.958
1751030084.2596843,-0.036,1.08
1751030084.359862,-0.052,1.218
1751030084.4600272,-0.063,1.312
1751030084.5596254,-0.073,1.411
1751030084.6601222,-0.077,1.466
1751030084.7595158,-0.077,1.51
1751030084.8592384,-0.076,1.523
1751030084.9596179,-0.073,1.514
1751030085.072586,-0.065,1.478
1751030085.1600873,-0.052,1.434
1751030085.2592683,-0.038,1.379
1751030085.3593528,-0.012,1.303
1751030085.4595215,0.009,1.238
1751030085.5593612,0.032,1.163
1751030085.659249,0.046,1.112
1751030085.7595773,0.057,1.067
1751030085.8599935,0.061,1.043
1751030085.9593651,0.062,1.032
1751030086.0750914,0.062,1.043
1751030086.1598423,0.062,1.066
1751030086.259993,0.06,1.103
1751030086.3595562,0.042,1.164
1751030086.4597578,0.023,1.235
1751030086.5597446,0.01,1.298
1751030086.6593232,-0.004,1.375
1751030086.7595172,-0.014,1.45
1751030086.8595831,-0.022,1.506
1751030086.959491,-0.03,1.57
1751030087.0750442,-0.038,1.633
1751030087.1599073,-0.043,1.665
1751030087.2595384,-0.043,1.689
1751030087.3595965,-0.043,1.706
1751030087.4593697,-0.043,1.711
1751030087.560113,-0.043,1.704
1751030087.6594906,-0.043,1.685
1751030087.7592876,-0.043,1.652
1751030087.8593872,-0.043,1.604
1751030087.9601266,-0.043,1.557
1751030088.0787835,-0.043,1.467
1751030088.1598976,-0.043,1.412
1751030088.2595901,-0.039,1.314
1751030088.3594947,-0.028,1.202
1751030088.4596522,-0.016,1.109
1751030088.5595174,-0.002,0.98
1751030088.6599813,0.006,0.876
1751030088.760665,0.01,0.761
1751030088.8592985,0.011,0.647
1751030088.9595413,0.016,0.535
1751030089.1389887,0.018,0.361
1751030089.159543,0.018,0.341
1751030089.259468,0.018,0.243
1751030089.3594728,0.018,0.165
1751030089.4594185,0.018,0.0
1751030089.5594227,0.019,0.0
1751030089.6594412,0.024,0.0
1751030089.7597523,0.027,-0.132
1751030089.8593984,0.027,-0.19
1751030089.9601686,0.027,-0.231
1751030090.0799944,0.025,-0.28
1751030090.1596034,0.019,-0.305
1751030090.2595527,0.015,-0.326
1751030090.3595483,0.013,-0.348
1751030090.4597511,0.013,-0.363
1751030090.559469,0.013,-0.372
1751030090.6593094,0.013,-0.378
1751030090.7595012,0.013,-0.379
1751030090.85943,0.013,-0.376
1751030090.9592886,0.013,-0.367
1751030091.07499,0.013,-0.353
1751030091.159876,0.01,-0.338
1751030091.2593672,0.003,-0.315
1751030091.3595393,0.002,-0.292
1751030091.4596298,0.002,-0.268
1751030091.5597737,0.002,-0.247
1751030091.6604025,0.001,-0.221
1751030091.759422,-0.002,-0.195
1751030091.859552,-0.007,-0.169
1751030091.9600344,-0.01,-0.151
1751030092.1910298,-0.011,-0.116
1751030092.2596436,-0.011,-0.111
1751030092.3595233,-0.011,-0.106
1751030092.459563,-0.011,-0.107
1751030092.5596898,-0.011,-0.112
1751030092.65985,-0.011,-0.121
1751030092.760119,-0.009,-0.137
1751030092.8593948,-0.003,-0.158
1751030092.9595556,0.0,-0.179
1751030093.0594225,0.0,-0.201
1751030093.1849296,0.0,-0.225
1751030093.2597325,0.0,-0.243
1751030093.3596473,0.0,-0.266
1751030093.4596124,0.001,-0.288
1751030093.5598598,0.001,-0.305
1751030093.6606126,0.003,-0.326
1751030093.7594595,0.003,-0.346
1751030093.8594654,0.003,-0.364
1751030093.959342,0.003,-0.381
1751030094.0598106,0.003,-0.395
1751030094.1894822,0.003,-0.41
1751030094.2593591,0.003,-0.417
1751030094.3594427,0.003,-0.426
1751030094.4596567,0.003,-0.431
1751030094.5594165,0.003,-0.437
1751030094.659488,0.003,-0.439
1751030094.759638,0.003,-0.44
1751030094.8597689,0.003,-0.439
1751030094.9596164,0.003,-0.435
1751030095.0596397,0.001,-0.429
1751030095.2125785,-0.003,-0.419
1751030095.2605214,-0.005,-0.417
1751030095.359355,-0.007,-0.414
1751030095.4602282,-0.007,-0.413
1751030095.5599084,-0.007,-0.417
1751030095.6595068,-0.009,-0.425
1751030095.7593584,-0.018,-0.439
1751030095.859363,-0.033,-0.464
1751030095.9593973,-0.046,-0.504
1751030096.0595162,-0.058,-0.566
1751030096.1925561,-0.075,-0.683
1751030096.259727,-0.084,-0.76
1751030096.359898,-0.097,-0.916
1751030096.4596534,-0.103,-1.11
1751030096.5593715,-0.107,-1.352
1751030096.6593533,-0.113,-1.631
1751030096.7595272,-0.119,1.537
1751030096.859836,-0.122,1.229
1751030096.959677,-0.122,0.805
1751030097.0593126,-0.122,0.349
1751030097.1778738,-0.122,-0.268
1751030097.2597098,-0.122,-0.484
1751030097.3598077,-0.122,-0.292
1751030097.4602432,-0.122,0.0
1751030097.559829,-0.121,0.127
1751030097.65963,-0.121,0.326
1751030097.7595978,-0.121,0.0
1751030097.8596976,-0.121,-0.491
1751030097.96059,-0.121,0.806
1751030098.059666,-0.12,0.266
1751030098.1793158,-0.107,0.322
1751030098.2599602,-0.098,-0.292
1751030098.359508,-0.079,0.392
1751030098.4597797,-0.059,0.0
1751030098.559597,-0.047,0.191
1751030098.659431,-0.036,-0.754
1751030098.7595775,-0.029,0.225
1751030098.8596647,-0.022,-0.321
1751030098.9594743,-0.019,-0.932
1751030099.0596957,-0.021,1.312
1751030099.2184856,-0.028,0.999
1751030099.2595868,-0.028,0.897
1751030099.359823,-0.027,0.669
1751030099.4592648,-0.024,0.411
1751030099.5593574,-0.02,0.161
1751030099.6594455,-0.015,0.0
1751030099.75939,-0.01,-0.31
1751030099.8596408,-0.006,-0.496
1751030099.959342,-0.005,-0.726
1751030100.0596359,-0.007,-0.946
1751030100.195098,-0.012,-1.213
1751030100.2594955,-0.014,-1.339
1751030100.3594835,-0.017,-1.547
1751030100.46008,-0.02,-1.702
1751030100.5597308,-0.025,1.618
1751030100.6600597,-0.031,1.454
1751030100.7597053,-0.035,1.309
1751030100.8597913,-0.035,1.186
1751030100.95937,-0.031,1.084
1751030101.0596368,-0.026,1.005
1751030101.2087278,-0.019,0.935
1751030101.2593818,-0.017,0.91
1751030101.3594446,-0.016,0.881
1751030101.459742,-0.016,0.869
1751030101.560085,-0.015,0.866
1751030101.6595082,-0.012,0.876
1751030101.759369,-0.007,0.895
1751030101.859348,-0.006,0.923
1751030101.9593513,-0.006,0.959
1751030102.0600874,-0.006,0.99
1751030102.1892657,-0.005,1.056
1751030102.259605,-0.002,1.088
