timestamp,steering_angle_rad,longitudinal_offset,lateral_offset,lane_id
2025-06-08T18:14:57.412966,-0.002,0.334,-0.100,1
2025-06-08T18:14:57.433656,-0.002,-0.379,-0.104,1
2025-06-08T18:14:57.454816,-0.002,-0.379,-0.104,1
2025-06-08T18:14:57.475773,-0.002,-0.379,-0.104,1
2025-06-08T18:14:57.506462,-0.001,-0.095,-0.108,1
2025-06-08T18:14:57.532502,-0.001,-0.095,-0.108,1
2025-06-08T18:14:57.559289,-0.001,-0.095,-0.108,1
2025-06-08T18:14:57.587524,-0.001,0.204,-0.112,1
2025-06-08T18:14:57.607150,-0.001,0.204,-0.112,1
2025-06-08T18:14:57.629029,-0.001,0.204,-0.112,1
2025-06-08T18:14:57.666769,-0.001,-0.496,-0.117,1
2025-06-08T18:14:57.687919,-0.001,-0.496,-0.117,1
2025-06-08T18:14:57.710154,-0.001,-0.496,-0.117,1
2025-06-08T18:14:57.739095,-0.001,-0.205,-0.121,1
2025-06-08T18:14:57.758788,-0.001,-0.205,-0.121,1
2025-06-08T18:14:57.778467,-0.000,-0.205,-0.121,1
2025-06-08T18:14:57.815895,-0.000,0.090,-0.125,1
2025-06-08T18:14:57.868699,-0.000,0.090,-0.125,1
2025-06-08T18:14:57.916023,-0.000,0.397,-0.129,1
2025-06-08T18:14:57.940482,-0.000,0.397,-0.129,1
2025-06-08T18:14:57.976128,-0.000,-0.305,-0.133,1
2025-06-08T18:14:57.999120,-0.000,-0.305,-0.133,1
2025-06-08T18:14:58.020795,-0.000,-0.305,-0.133,1
2025-06-08T18:14:58.052539,-0.000,-0.018,-0.137,1
2025-06-08T18:14:58.076064,-0.000,-0.018,-0.137,1
2025-06-08T18:14:58.116238,-0.000,-0.018,-0.137,1
2025-06-08T18:14:58.142083,-0.000,0.279,-0.140,1
2025-06-08T18:14:58.165416,-0.000,0.279,-0.140,1
2025-06-08T18:14:58.198732,-0.000,-0.439,-0.144,1
2025-06-08T18:14:58.219251,-0.000,-0.439,-0.144,1
2025-06-08T18:14:58.239030,-0.000,-0.439,-0.144,1
2025-06-08T18:14:58.268673,-0.000,-0.439,-0.144,1
2025-06-08T18:14:58.288375,-0.000,-0.145,-0.148,1
2025-06-08T18:14:58.311155,-0.000,-0.145,-0.148,1
2025-06-08T18:14:58.337641,-0.000,-0.145,-0.148,1
2025-06-08T18:14:58.367850,-0.000,0.133,-0.152,1
2025-06-08T18:14:58.388050,-0.000,0.133,-0.152,1
2025-06-08T18:14:58.418863,-0.000,0.133,-0.152,1
2025-06-08T18:14:58.438055,-0.000,0.415,-0.156,1
2025-06-08T18:14:58.455398,-0.000,0.415,-0.156,1
2025-06-08T18:14:58.472915,-0.000,0.415,-0.156,1
2025-06-08T18:14:58.501168,-0.000,-0.295,-0.160,1
2025-06-08T18:14:58.521770,-0.000,-0.295,-0.160,1
2025-06-08T18:14:58.540995,-0.000,-0.295,-0.160,1
2025-06-08T18:14:58.574761,-0.000,-0.295,-0.160,1
2025-06-08T18:14:58.596804,-0.000,-0.014,-0.163,1
2025-06-08T18:14:58.615004,-0.000,-0.014,-0.163,1
2025-06-08T18:14:58.640043,-0.000,-0.014,-0.163,1
